Precipitation,CapDate,CityCode,TempAvg,TempMax,TempMin,WindDirection,WindSpeed
0.0,2016-08-07,HOU,88,97,78,18,3.94
0.0,2016-08-07,LBB,85,98,72,17,8.97
0.0,2016-08-07,MAF,88,101,75,16,10.82
0.0,2016-08-07,SJT,89,102,76,16,8.47
0.0,2016-08-07,SAT,87,97,76,15,8.64
0.02,2016-08-07,VCT,86,98,73,15,6.61
0.0,2016-08-07,ACT,89,101,77,17,9.37
0.0,2016-08-07,SPS,89,102,74,17,10.2
0.07,2016-08-07,SLC,83,96,70,21,5.68
1.39,2016-08-07,BCB,76,82,70,13,2.41
0.2,2016-08-07,BTV,74,83,64,18,6.02
0.69,2016-08-07,LYH,76,83,69,11,3.68
1.28,2016-08-07,ORF,80,86,74,16,6.24
0.09,2016-08-07,RIC,78,86,70,16,4.54
1.39,2016-08-07,ROA,76,82,70,13,2.41
0.02,2016-08-07,WAL,78,85,71,11,6.67
0.06,2016-08-07,DCA,81,89,73,18,5.21
0.02,2016-08-07,DEW,66,83,48,13,3.27
0.0,2016-08-07,EPH,71,86,56,26,3.71
0.19,2016-08-07,OLM,62,74,50,21,4.82
0.23,2016-08-07,UIL,59,66,51,26,2.97
0.16,2016-08-07,SEA,65,75,56,24,5.34
0.01,2016-08-07,GEG,70,83,57,16,5.61
0.0,2016-08-07,YKM,71,88,53,27,4.22
2.47,2016-08-07,BKW,72,78,65,14,4.27
1.17,2016-08-07,CRW,76,85,68,18,2.3
1.34,2016-08-07,EKN,72,82,62,23,2.01
0.66,2016-08-07,HTS,78,88,69,14,2.18
0.0,2016-08-07,GRB,72,83,60,19,3.68
1.34,2016-08-07,LSE,76,86,65,20,5.11
1.61,2016-08-07,MSN,74,83,64,19,4.37
0.14,2016-08-07,MKE,76,84,68,13,5.18
0.0,2016-08-07,CPR,71,90,52,17,4.45
0.28,2016-08-07,CYS,69,81,56,22,8.0
0.01,2016-08-07,LND,73,90,55,26,4.64
0.0,2016-08-07,RWL,69,86,50,19,6.5
0.58,2016-08-07,SHR,73,91,54,21,5.18
0.49,2016-08-14,BHM,82,88,75,12,5.87
0.73,2016-08-14,HSV,83,91,75,13,7.27
2.38,2016-08-14,MOB,81,86,75,21,4.8
0.9,2016-08-14,MGM,84,92,76,11,6.61
1.78,2016-08-14,ANC,60,64,55,13,3.47
1.76,2016-08-14,ANN,62,67,57,18,3.67
0.52,2016-08-14,BET,59,66,51,20,6.08
1.22,2016-08-14,BTT,59,69,49,20,1.97
0.98,2016-08-14,CDB,55,59,49,22,10.0
6.05,2016-08-14,CDV,55,59,51,10,3.68
0.33,2016-08-14,BIG,61,70,52,19,7.58
0.34,2016-08-14,FAI,63,73,53,17,1.68
0.79,2016-08-14,GKN,57,66,48,15,6.55
0.0,2016-08-14,GST,60,60,60,13,5.5
0.6,2016-08-14,HOM,57,62,52,12,2.87
2.11,2016-08-14,ILI,57,61,53,12,5.38
2.86,2016-08-14,JNU,58,61,55,9,10.87
1.12,2016-08-14,ENA,57,62,52,10,7.9
1.59,2016-08-14,KTN,61,65,57,18,5.68
1.22,2016-08-14,AKN,59,64,53,13,5.95
0.96,2016-08-14,ADQ,56,61,51,10,3.97
0.17,2016-08-14,OTZ,61,66,56,20,6.21
0.73,2016-08-14,MCG,60,67,52,15,3.08
0.36,2016-08-14,OME,58,63,52,17,4.97
0.64,2016-08-14,ORT,58,69,46,16,1.05
0.74,2016-08-14,PAQ,57,63,51,12,3.84
0.0,2016-08-14,PSG,60,60,60,14,1.08
0.0,2016-08-14,PTI,60,60,60,0,0.0
0.0,2016-08-14,SYA,60,60,60,24,10.95
4.09,2016-08-14,SIT,58,60,56,19,5.82
0.79,2016-08-14,SGY,60,65,56,20,10.57
0.0,2016-08-14,SNP,60,60,60,0,0.0
1.49,2016-08-14,TKA,59,65,53,17,1.75
0.18,2016-08-14,TAL,59,70,48,10,2.55
0.02,2016-08-14,BRW,40,42,37,10,11.75
0.0,2016-08-14,WRG,60,60,60,18,1.35
5.79,2016-08-14,YAK,58,61,55,14,6.11
1.41,2016-08-14,DUG,77,88,64,19,4.68
0.03,2016-08-14,IGM,84,97,70,18,7.31
0.35,2016-08-14,PHX,93,103,82,19,3.32
0.88,2016-08-14,TUS,86,96,75,20,3.97
0.7,2016-08-14,INW,77,93,59,22,3.51
1.59,2016-08-14,FSM,84,94,74,7,4.78
2.64,2016-08-14,HRO,78,86,70,10,4.18
1.56,2016-08-14,LZK,81,88,74,0,0.0
0.0,2016-08-14,BFL,86,100,71,31,3.68
0.0,2016-08-14,BIH,75,98,50,24,1.77
0.0,2016-08-14,NID,84,103,63,19,6.44
0.0,2016-08-14,CCR,75,92,57,28,7.38
0.0,2016-08-14,EKA,57,62,52,0,0.0
0.0,2016-08-14,FAT,84,100,67,29,3.57
0.0,2016-08-14,HWD,67,77,57,29,6.82
0.0,2016-08-14,LGB,74,82,66,26,4.0
0.0,2016-08-14,LAX,72,76,66,25,7.27
0.0,2016-08-14,RBL,82,99,65,19,2.22
0.0,2016-08-14,RDD,83,100,66,20,2.48
0.0,2016-08-14,SAC,77,95,59,20,4.94
0.0,2016-08-14,SNS,62,69,55,28,6.87
0.0,2016-08-14,SAN,73,77,68,27,5.67
0.0,2016-08-14,SFO,64,72,55,29,10.7
0.0,2016-08-14,SDB,79,91,67,24,7.54
0.0,2016-08-14,SBA,66,73,59,21,2.48
0.0,2016-08-14,SMX,62,71,53,30,4.58
0.0,2016-08-14,SCK,78,96,58,30,6.48
0.07,2016-08-14,ALS,64,80,48,22,2.3
0.39,2016-08-14,COS,71,86,57,19,4.1
0.26,2016-08-14,CAG,65,86,43,22,2.55
0.03,2016-08-14,DEN,74,90,58,18,5.14
0.09,2016-08-14,GJT,77,92,61,16,4.1
0.2,2016-08-14,PUB,78,94,61,12,3.87
2.58,2016-08-14,BDR,82,90,73,20,5.67
2.07,2016-08-14,BDL,80,92,68,21,4.94
0.05,2016-08-14,NWK,83,91,75,19,7.2
0.05,2016-08-14,ILG,83,91,75,19,7.2
0.92,2016-08-14,DAB,83,91,73,14,4.22
1.02,2016-08-14,FLL,82,88,76,11,6.3
0.67,2016-08-14,GNV,82,91,72,15,4.5
0.71,2016-08-14,JAX,83,92,73,14,6.25
0.29,2016-08-14,EYW,85,90,79,11,8.87
1.93,2016-08-14,MIA,82,89,75,10,5.44
2.72,2016-08-14,MCO,82,91,74,13,4.14
5.04,2016-08-14,PNS,81,85,77,21,5.74
2.36,2016-08-14,TLH,83,90,75,15,4.92
2.47,2016-08-14,TPA,82,88,76,17,3.61
4.7,2016-08-14,VRB,82,89,74,13,5.08
0.56,2016-08-14,PBI,84,91,78,12,5.85
1.9,2016-08-14,AMG,82,92,72,15,4.32
0.21,2016-08-14,AHN,83,91,73,12,2.97
0.44,2016-08-14,ATL,82,89,74,14,7.9
0.11,2016-08-14,AGS,84,94,73,13,4.44
0.24,2016-08-14,MCN,82,91,73,14,5.34
0.34,2016-08-14,SAV,85,93,76,14,7.28
2.63,2016-08-14,ITO,78,84,72,14,2.9
0.0,2016-08-14,HNL,81,87,75,5,12.45
0.03,2016-08-14,OGG,81,89,74,4,15.74
0.01,2016-08-14,MKK,82,87,76,4,13.54
0.14,2016-08-14,LIH,80,85,75,5,13.71
0.0,2016-08-14,BOI,73,87,58,24,4.1
0.24,2016-08-14,LWS,73,87,58,17,1.5
0.0,2016-08-14,PIH,67,86,47,21,7.18
0.96,2016-08-14,ORD,78,86,70,20,5.42
3.28,2016-08-14,MLI,76,85,67,17,4.52
1.98,2016-08-14,PIA,78,87,70,17,3.41
0.06,2016-08-14,UIN,78,86,70,17,5.12
0.63,2016-08-14,RFD,76,84,68,20,4.65
5.59,2016-08-14,SPI,79,88,69,16,3.61
2.01,2016-08-14,EVV,80,87,73,16,3.65
0.39,2016-08-14,FWA,78,87,69,17,5.8
2.65,2016-08-14,IND,79,86,72,16,6.51
2.18,2016-08-14,SBN,77,87,67,25,4.6
5.07,2016-08-14,CID,75,84,66,21,4.28
1.98,2016-08-14,DSM,78,87,69,17,4.7
1.56,2016-08-14,DBQ,74,82,65,20,5.51
1.58,2016-08-14,SUX,76,88,64,18,7.27
1.55,2016-08-14,ALO,74,83,64,23,4.65
0.17,2016-08-14,CNK,79,89,68,19,7.91
0.0,2016-08-14,DDC,79,91,66,13,7.8
0.54,2016-08-14,GLD,75,89,61,21,8.15
2.07,2016-08-14,P28,80,91,68,15,6.07
0.45,2016-08-14,TOP,79,90,69,15,5.01
1.03,2016-08-14,ICT,81,90,71,10,8.18
0.1,2016-08-14,CVG,81,89,72,17,5.18
0.57,2016-08-14,JKL,80,88,72,16,0.75
0.2,2016-08-14,LEX,81,89,73,17,6.27
0.7,2016-08-14,SDF,82,90,75,16,6.61
0.51,2016-08-14,PAH,81,88,72,16,3.05
20.89,2016-08-14,BTR,80,85,74,25,6.21
9.05,2016-08-14,LCH,83,90,75,20,3.74
4.61,2016-08-14,MSY,83,88,77,24,7.77
0.37,2016-08-14,SHV,85,93,76,22,2.42
3.63,2016-08-14,ASD,80,86,74,25,3.37
0.44,2016-08-14,BGR,70,80,59,17,4.7
2.28,2016-08-14,CAR,64,74,53,22,4.15
0.64,2016-08-14,PWM,72,83,60,20,4.3
0.52,2016-08-14,BWI,83,93,72,21,4.58
0.02,2016-08-14,SBY,82,92,72,20,6.22
0.76,2016-08-14,BOS,79,88,71,17,7.9
0.83,2016-08-14,MQE,78,87,68,21,9.11
1.5,2016-08-14,ORH,76,84,66,22,7.3
0.59,2016-08-14,APN,72,85,59,17,2.72
1.31,2016-08-14,DTW,80,90,70,19,5.9
0.72,2016-08-14,FNT,79,92,66,21,4.6
3.27,2016-08-14,GRR,76,86,65,20,4.17
0.88,2016-08-14,HTL,72,84,60,19,3.8
1.96,2016-08-14,LAN,77,88,64,22,4.08
0.79,2016-08-14,MQT,66,73,58,0,0.0
0.96,2016-08-14,MKG,74,83,65,21,3.28
0.42,2016-08-14,ANJ,70,78,61,16,3.28
0.4,2016-08-14,DLH,67,75,58,18,7.2
0.29,2016-08-14,INL,64,76,52,21,3.97
2.97,2016-08-14,MSP,75,84,66,21,5.48
1.44,2016-08-14,RST,72,81,63,24,5.64
3.15,2016-08-14,STC,72,82,60,21,4.27
1.83,2016-08-14,GLH,82,90,74,16,5.07
0.24,2016-08-14,GWO,83,91,75,13,5.18
7.09,2016-08-14,GPT,81,86,75,24,5.1
3.11,2016-08-14,HBG,82,88,75,24,4.28
2.73,2016-08-14,JAN,82,88,74,16,6.07
3.27,2016-08-14,MEI,84,91,76,19,5.42
0.81,2016-08-14,TUP,83,91,75,12,6.58
2.29,2016-08-14,CGI,79,86,71,11,2.87
1.45,2016-08-14,COU,79,86,70,16,5.5
0.3,2016-08-14,MCI,80,89,70,18,6.64
3.24,2016-08-14,VIH,77,85,70,17,5.77
0.83,2016-08-14,SGF,81,89,72,12,6.47
0.64,2016-08-14,STJ,79,88,68,22,5.0
1.09,2016-08-14,STL,82,90,74,15,5.47
0.01,2016-08-14,BIL,71,85,57,17,3.22
0.02,2016-08-14,BTM,58,75,40,31,2.38
0.9,2016-08-14,CTB,63,76,49,27,6.52
0.0,2016-08-14,DLN,62,81,44,14,1.81
0.25,2016-08-14,GGW,69,82,55,23,7.91
0.8,2016-08-14,GTF,66,82,49,25,4.75
0.86,2016-08-14,HVR,68,82,54,23,6.71
0.16,2016-08-14,HLN,67,82,51,26,3.61
0.92,2016-08-14,GPI,63,77,49,5,4.51
0.0,2016-08-14,MLS,73,87,58,19,5.82
0.11,2016-08-14,MSO,65,81,48,18,1.47
0.05,2016-08-14,GRI,76,87,65,16,6.72
1.04,2016-08-14,LNK,78,89,66,19,6.75
0.92,2016-08-14,OFK,74,85,61,19,7.64
0.76,2016-08-14,LBF,75,89,61,19,5.58
1.36,2016-08-14,OMA,78,89,67,23,6.88
1.06,2016-08-14,BFF,74,91,58,16,4.74
1.6,2016-08-14,SNY,73,89,57,21,7.85
0.09,2016-08-14,VTN,75,88,61,24,9.45
0.0,2016-08-14,ELY,65,88,42,18,7.01
0.0,2016-08-14,P68,67,89,44,17,2.24
0.0,2016-08-14,LAS,93,105,81,16,5.84
0.0,2016-08-14,DRA,84,99,68,22,6.58
0.0,2016-08-14,RNO,75,92,57,29,4.01
0.0,2016-08-14,WMC,70,91,47,14,3.58
0.55,2016-08-14,CON,77,91,62,22,3.12
3.79,2016-08-14,MWN,54,58,50,27,34.44
0.01,2016-08-14,ACY,84,92,75,19,7.9
0.39,2016-08-14,EWR,84,93,74,23,7.87
0.03,2016-08-14,ABQ,77,88,64,18,5.45
0.6,2016-08-14,CAO,73,86,60,19,6.25
1.08,2016-08-14,ROW,81,94,68,18,5.12
1.6,2016-08-14,ALB,78,88,68,21,4.11
2.74,2016-08-14,BGM,74,83,65,24,5.88
0.48,2016-08-14,BUF,79,88,70,19,9.35
0.81,2016-08-14,GFL,76,86,64,18,3.73
0.17,2016-08-14,ISP,81,89,73,20,7.62
0.7,2016-08-14,LGA,86,93,77,20,6.85
0.55,2016-08-14,ROC,80,91,68,20,6.41
2.19,2016-08-14,SYR,77,88,67,23,4.07
2.25,2016-08-14,AVL,77,84,70,16,3.71
0.09,2016-08-14,HSE,85,90,79,20,6.82
0.22,2016-08-14,CLT,83,91,74,15,6.15
0.44,2016-08-14,GSO,80,88,72,17,5.62
0.41,2016-08-14,HKY,79,87,72,15,2.55
0.54,2016-08-14,RDU,84,92,75,17,5.42
0.06,2016-08-14,ILM,83,91,76,16,5.3
1.59,2016-08-14,BIS,71,84,58,20,7.38
0.28,2016-08-14,DIK,68,84,51,21,8.62
0.69,2016-08-14,FAR,72,82,62,19,5.15
0.91,2016-08-14,GFK,70,81,59,22,6.27
0.15,2016-08-14,ISN,71,85,56,20,6.27
1.45,2016-08-14,CAK,79,88,70,20,6.32
2.18,2016-08-14,CLE,81,89,72,17,6.77
1.73,2016-08-14,CMH,81,89,72,18,6.55
1.63,2016-08-14,DAY,79,86,71,18,7.18
2.21,2016-08-14,MFD,78,86,70,17,6.77
0.99,2016-08-14,TOL,78,88,68,16,4.87
2.44,2016-08-14,YNG,77,86,67,17,6.17
0.11,2016-08-14,GAG,81,95,66,13,8.48
0.01,2016-08-14,OKC,84,94,74,10,8.7
0.69,2016-08-14,PNC,82,92,71,9,7.38
0.03,2016-08-14,TUL,83,93,73,14,6.7
0.16,2016-08-14,AST,65,72,57,28,6.12
0.0,2016-08-14,BNO,64,85,43,26,4.17
0.0,2016-08-14,EUG,70,87,52,25,4.58
0.0,2016-08-14,MFR,77,95,60,32,3.0
0.07,2016-08-14,PDT,71,87,54,16,3.18
0.09,2016-08-14,PDX,72,84,61,30,4.65
0.02,2016-08-14,RDM,66,86,47,34,2.62
0.24,2016-08-14,SLE,71,85,57,32,3.24
0.7,2016-08-14,ABE,81,91,70,24,3.67
5.06,2016-08-14,ERI,79,86,71,18,6.64
1.07,2016-08-14,MDT,82,91,73,18,2.42
0.34,2016-08-14,PHL,85,93,76,19,8.84
1.52,2016-08-14,PIT,79,87,71,19,4.68
1.37,2016-08-14,AVP,78,88,68,19,3.75
1.95,2016-08-14,IPT,79,90,68,19,1.84
0.7,2016-08-14,SJU,83,88,78,8,7.27
1.02,2016-08-14,PVD,79,89,69,21,5.85
0.45,2016-08-14,AND,83,92,74,13,5.44
1.47,2016-08-14,CHS,84,92,77,16,7.72
0.74,2016-08-14,CAE,85,92,76,13,5.94
1.66,2016-08-14,GSP,81,88,73,12,3.87
1.38,2016-08-14,ABR,73,86,60,17,7.61
1.18,2016-08-14,HON,75,87,62,19,7.1
1.15,2016-08-14,PIR,76,89,62,22,8.94
0.96,2016-08-14,RAP,72,87,57,27,5.75
1.48,2016-08-14,FSD,75,85,64,20,7.3
0.01,2016-08-14,TRI,81,93,69,16,2.08
0.05,2016-08-14,CHA,84,93,76,16,5.02
0.28,2016-08-14,CKV,80,88,72,13,3.82
0.43,2016-08-14,CSV,78,86,69,18,2.64
0.78,2016-08-14,TYS,83,92,74,16,3.65
0.32,2016-08-14,MEM,86,93,78,10,6.35
0.87,2016-08-14,BNA,82,91,74,14,5.11
0.29,2016-08-14,OQT,84,93,73,16,1.14
0.65,2016-08-14,ABI,86,97,74,11,7.07
1.55,2016-08-14,AMA,78,90,64,12,9.72
1.08,2016-08-14,AUS,86,96,75,18,4.71
1.02,2016-08-14,ATT,88,98,77,17,1.84
3.73,2016-08-14,BPT,84,92,75,19,3.98
0.0,2016-08-14,BRO,89,97,80,15,11.84
0.8,2016-08-14,CDS,81,91,70,11,6.91
1.84,2016-08-14,CLL,87,98,76,19,5.04
0.03,2016-08-14,CRP,88,97,78,15,9.62
0.79,2016-08-14,DHT,77,91,63,13,7.51
0.23,2016-08-14,DAL,91,100,81,12,7.25
0.82,2016-08-14,DFW,90,100,80,18,7.74
3.06,2016-08-14,DRT,88,99,77,17,7.38
1.61,2016-08-14,ELP,82,93,70,11,4.97
0.09,2016-08-14,FTW,91,101,80,17,7.75
1.84,2016-08-14,GLS,85,90,80,19,9.27
2.81,2016-08-14,HOU,87,96,78,19,4.94
0.71,2016-08-14,LBB,80,91,68,11,8.51
2.62,2016-08-14,MAF,84,95,73,14,7.5
2.03,2016-08-14,SJT,88,99,76,14,6.25
0.66,2016-08-14,SAT,87,96,77,12,6.9
0.6,2016-08-14,VCT,87,99,75,15,6.77
0.2,2016-08-14,ACT,89,100,78,18,7.32
0.45,2016-08-14,SPS,85,97,73,14,7.57
0.08,2016-08-14,SLC,79,94,65,19,3.8
0.73,2016-08-14,BCB,78,86,70,17,3.5
0.58,2016-08-14,BTV,77,87,66,21,4.25
0.35,2016-08-14,LYH,77,85,69,15,5.07
1.84,2016-08-14,ORF,83,90,76,17,7.32
0.24,2016-08-14,RIC,82,91,73,16,6.55
0.73,2016-08-14,ROA,78,86,70,17,3.5
0.07,2016-08-14,WAL,83,91,75,19,7.78
0.0,2016-08-14,DCA,85,95,76,20,8.04
0.15,2016-08-14,DEW,65,82,47,18,1.67
0.0,2016-08-14,EPH,72,87,56,23,2.01
0.02,2016-08-14,OLM,66,81,51,13,2.51
0.04,2016-08-14,UIL,62,71,53,27,3.02
0.0,2016-08-14,SEA,70,81,59,31,4.9
0.15,2016-08-14,GEG,69,81,57,14,3.62
0.0,2016-08-14,YKM,73,90,55,28,3.1
0.23,2016-08-14,BKW,75,83,67,16,5.84
0.33,2016-08-14,CRW,80,89,71,17,2.77
0.4,2016-08-14,EKN,77,87,66,20,2.72
0.09,2016-08-14,HTS,81,90,72,16,3.54
0.31,2016-08-14,GRB,72,82,62,19,4.82
1.54,2016-08-14,LSE,77,86,67,23,5.22
1.17,2016-08-14,MSN,75,83,66,20,3.91
0.2,2016-08-14,MKE,78,86,70,17,5.51
0.23,2016-08-14,CPR,70,88,52,23,6.25
0.05,2016-08-14,CYS,69,85,53,22,5.35
0.1,2016-08-14,LND,70,87,53,27,4.52
0.04,2016-08-14,RWL,65,83,46,26,7.15
0.07,2016-08-14,SHR,70,85,54,29,2.68
1.38,2016-08-21,BHM,82,90,73,17,3.25
1.57,2016-08-21,HSV,82,91,72,24,3.47
1.14,2016-08-21,MOB,82,90,74,17,4.35
0.26,2016-08-21,MGM,84,94,74,19,2.68
0.19,2016-08-21,ANC,60,66,54,17,4.62
0.19,2016-08-21,ANN,63,71,55,28,4.58
1.56,2016-08-21,BET,58,65,52,21,8.9
0.83,2016-08-21,BTT,55,63,46,20,3.77
1.04,2016-08-21,CDB,57,62,52,18,9.37
2.18,2016-08-21,CDV,54,60,47,12,2.71
0.15,2016-08-21,BIG,58,67,48,17,3.58
0.62,2016-08-21,FAI,60,68,51,20,2.6
0.0,2016-08-21,GKN,55,65,44,16,7.67
0.0,2016-08-21,GST,60,60,60,17,3.27
0.15,2016-08-21,HOM,58,63,52,18,2.87
0.83,2016-08-21,ILI,58,63,52,11,7.24
0.99,2016-08-21,JNU,57,63,51,16,4.81
0.4,2016-08-21,ENA,57,63,51,16,5.08
0.22,2016-08-21,KTN,61,67,54,30,7.45
1.21,2016-08-21,AKN,59,66,52,14,8.17
1.09,2016-08-21,ADQ,57,62,51,17,5.05
1.12,2016-08-21,OTZ,55,59,51,21,12.98
1.53,2016-08-21,MCG,60,68,52,19,4.18
1.43,2016-08-21,OME,52,57,46,25,8.37
0.02,2016-08-21,ORT,55,68,42,17,1.05
0.28,2016-08-21,PAQ,58,66,50,13,3.81
0.0,2016-08-21,PSG,60,60,60,12,2.11
0.0,2016-08-21,PTI,60,60,60,0,0.0
0.0,2016-08-21,SYA,60,60,60,23,4.95
0.64,2016-08-21,SIT,57,61,52,23,4.77
0.16,2016-08-21,SGY,58,63,53,21,9.45
0.0,2016-08-21,SNP,60,60,60,0,0.0
0.43,2016-08-21,TKA,58,65,50,19,2.24
1.55,2016-08-21,TAL,57,67,47,14,2.55
0.75,2016-08-21,BRW,38,42,33,20,10.68
0.0,2016-08-21,WRG,60,60,60,27,2.21
3.04,2016-08-21,YAK,56,60,50,18,3.45
0.08,2016-08-21,DUG,75,91,59,23,3.21
0.11,2016-08-21,IGM,83,96,69,17,8.2
0.11,2016-08-21,PHX,94,105,82,20,4.64
0.03,2016-08-21,TUS,87,99,75,18,4.05
0.27,2016-08-21,INW,75,91,60,21,3.14
2.08,2016-08-21,FSM,77,84,70,16,3.34
0.62,2016-08-21,HRO,72,79,65,21,2.62
3.16,2016-08-21,LZK,75,79,71,0,0.0
0.0,2016-08-21,BFL,88,102,73,32,3.71
0.0,2016-08-21,BIH,77,99,54,20,2.95
0.0,2016-08-21,NID,85,103,66,19,7.08
0.0,2016-08-21,CCR,72,88,57,28,7.2
0.0,2016-08-21,EKA,57,62,51,0,0.0
0.0,2016-08-21,FAT,85,101,69,31,4.21
0.0,2016-08-21,HWD,66,73,58,31,7.24
0.0,2016-08-21,LGB,75,87,63,30,5.18
0.0,2016-08-21,LAX,68,74,62,26,8.74
0.0,2016-08-21,RBL,84,100,68,16,3.31
0.0,2016-08-21,RDD,86,104,68,16,2.62
0.0,2016-08-21,SAC,75,92,58,19,6.01
0.0,2016-08-21,SNS,62,68,56,29,6.04
0.0,2016-08-21,SAN,74,79,67,30,6.94
0.0,2016-08-21,SFO,64,70,56,29,11.27
0.0,2016-08-21,SDB,81,93,68,22,6.54
0.0,2016-08-21,SBA,65,72,57,21,2.81
0.0,2016-08-21,SMX,62,70,53,30,4.71
0.0,2016-08-21,SCK,77,95,59,32,5.92
0.0,2016-08-21,ALS,60,77,42,20,2.92
0.2,2016-08-21,COS,68,82,52,22,5.18
0.25,2016-08-21,CAG,64,86,41,26,2.05
0.02,2016-08-21,DEN,70,87,53,18,5.41
0.0,2016-08-21,GJT,75,90,60,15,4.62
0.75,2016-08-21,PUB,73,89,56,18,3.28
0.39,2016-08-21,BDR,80,86,73,18,4.92
1.71,2016-08-21,BDL,77,87,67,24,5.28
1.39,2016-08-21,NWK,81,90,72,24,5.22
1.39,2016-08-21,ILG,81,90,72,24,5.22
0.04,2016-08-21,DAB,84,93,75,11,3.22
0.55,2016-08-21,FLL,85,90,80,11,7.74
0.17,2016-08-21,GNV,83,94,72,16,2.97
0.03,2016-08-21,JAX,84,94,73,16,4.71
0.15,2016-08-21,EYW,85,89,80,10,8.01
1.1,2016-08-21,MIA,85,91,78,10,5.78
3.23,2016-08-21,MCO,84,92,75,14,3.22
1.76,2016-08-21,PNS,83,90,77,17,4.71
1.33,2016-08-21,TLH,85,95,75,18,2.37
1.16,2016-08-21,TPA,85,92,77,15,2.68
0.04,2016-08-21,VRB,84,90,76,10,4.97
0.79,2016-08-21,PBI,86,91,80,11,7.2
0.71,2016-08-21,AMG,83,94,72,19,2.51
3.67,2016-08-21,AHN,82,92,71,24,1.07
1.29,2016-08-21,ATL,83,92,73,23,4.34
0.79,2016-08-21,AGS,84,96,72,17,2.0
0.81,2016-08-21,MCN,84,94,73,21,2.37
0.17,2016-08-21,SAV,85,95,75,18,4.7
2.06,2016-08-21,ITO,77,84,69,16,1.3
0.0,2016-08-21,HNL,82,88,76,5,10.22
0.05,2016-08-21,OGG,80,88,72,4,13.57
0.01,2016-08-21,MKK,81,87,74,4,11.58
0.27,2016-08-21,LIH,80,86,75,5,13.7
0.0,2016-08-21,BOI,79,95,64,22,2.9
0.0,2016-08-21,LWS,80,97,62,20,2.4
0.0,2016-08-21,PIH,70,90,49,20,3.54
1.36,2016-08-21,ORD,74,82,66,23,6.27
0.99,2016-08-21,MLI,74,83,65,21,5.31
1.05,2016-08-21,PIA,75,83,66,21,5.35
0.29,2016-08-21,UIN,74,82,65,20,5.85
0.93,2016-08-21,RFD,73,82,64,21,5.3
2.15,2016-08-21,SPI,76,83,68,21,4.68
0.99,2016-08-21,EVV,77,82,71,22,5.08
0.94,2016-08-21,FWA,74,81,65,21,6.27
1.46,2016-08-21,IND,76,82,69,21,8.04
8.91,2016-08-21,SBN,72,79,65,22,5.88
0.31,2016-08-21,CID,72,81,62,19,4.88
0.74,2016-08-21,DSM,75,84,65,20,5.17
0.8,2016-08-21,DBQ,71,80,62,21,5.42
0.35,2016-08-21,SUX,73,84,62,21,7.27
1.72,2016-08-21,ALO,71,81,61,19,4.62
0.63,2016-08-21,CNK,75,87,63,20,7.28
0.0,2016-08-21,DDC,76,91,60,18,8.52
0.0,2016-08-21,GLD,72,88,55,25,8.85
0.0,2016-08-21,P28,76,89,63,19,6.04
0.49,2016-08-21,TOP,75,87,62,18,4.5
1.13,2016-08-21,ICT,76,87,65,19,7.51
4.55,2016-08-21,CVG,76,82,69,21,5.15
3.7,2016-08-21,JKL,76,82,68,26,0.58
2.78,2016-08-21,LEX,76,83,70,21,5.2
3.71,2016-08-21,SDF,79,85,72,21,6.3
2.24,2016-08-21,PAH,77,82,71,23,4.2
6.08,2016-08-21,BTR,83,92,74,14,2.84
2.87,2016-08-21,LCH,82,88,75,12,3.7
2.69,2016-08-21,MSY,86,92,79,16,4.68
3.77,2016-08-21,SHV,80,86,74,20,2.78
0.75,2016-08-21,ASD,83,91,75,15,2.6
0.48,2016-08-21,BGR,69,80,57,25,5.92
1.03,2016-08-21,CAR,66,77,55,22,5.52
0.46,2016-08-21,PWM,72,82,61,22,4.88
3.38,2016-08-21,BWI,80,89,70,23,3.01
2.68,2016-08-21,SBY,81,91,71,23,3.62
0.01,2016-08-21,BOS,76,84,68,18,7.12
0.02,2016-08-21,MQE,76,86,66,20,7.54
0.4,2016-08-21,ORH,73,81,65,23,7.85
0.41,2016-08-21,APN,71,81,60,17,3.82
2.64,2016-08-21,DTW,75,83,67,21,6.22
2.9,2016-08-21,FNT,76,85,66,22,5.27
3.28,2016-08-21,GRR,73,81,64,22,6.87
1.76,2016-08-21,HTL,70,80,60,19,4.68
3.97,2016-08-21,LAN,73,81,64,22,5.82
3.16,2016-08-21,MQT,65,74,55,0,0.0
0.78,2016-08-21,MKG,73,81,66,22,6.04
1.45,2016-08-21,ANJ,71,78,62,20,3.02
1.03,2016-08-21,DLH,67,76,58,28,5.31
0.04,2016-08-21,INL,63,76,48,27,3.17
1.02,2016-08-21,MSP,71,80,63,22,4.11
2.21,2016-08-21,RST,68,77,59,21,4.85
0.93,2016-08-21,STC,67,76,57,22,3.05
2.29,2016-08-21,GLH,81,88,73,21,3.94
3.17,2016-08-21,GWO,81,89,72,16,3.7
0.64,2016-08-21,GPT,83,89,77,17,4.52
2.21,2016-08-21,HBG,83,91,73,17,2.51
1.4,2016-08-21,JAN,82,90,74,17,3.97
0.73,2016-08-21,MEI,83,93,73,19,3.18
2.09,2016-08-21,TUP,82,90,73,21,4.18
2.51,2016-08-21,CGI,76,81,70,22,5.08
0.2,2016-08-21,COU,74,82,65,24,5.4
1.06,2016-08-21,MCI,74,85,62,20,6.2
